url,label,category
http://209.97.161.196/onlina/cibc/627948d5a79b4bffb4b01930f7427912,1,phishing
http://10000000000000085685252207.tk/login_to_facebook.html,1,phishing
http://112.218.68.155/~pc119/good/apib1anz.comapinetbank.htm,1,phishing
http://044c7ce.wcomhost.com/admin/customer_center/customer-idpp00c231/myaccount/signin,1,phishing
http://027sn.com/summary/customer_center/user-845987,1,phishing
http://231.170.8.244/login,1,edge_case
http://160.119.70.215/ap/signin?key=a@b.c&openid.assoc_handle=jpflex&openid.claimed_id=http://specs.openid.net/auth/2.0/identifier_select&openid.identity=http://specs.openid.net/auth/2.0/identifier_select&openid.mode=checkid_setup&openid.ns=http://specs.openid.net/auth/2.0&openid.pape.max_auth_age=0&openid.return_to=https://www.amazon.co.jp/?ref_%3dnav_em_hd_re_signin&ref_=nav_em_hd_clc_signin,1,phishing
http://178.62.225.107/onlina/cibc/2f7bb4552a66844c3091a9c270193538,1,phishing
http://0610a1e.wcomhost.com/espaces-clients/79fvev8xxevx7,1,phishing
https://vj8bxjls74.github.io,0,benign_complex
http://209.140.29.226/~paranorm/sites/all/modules/weblinks/translations/accountid2b1d11e519226373ac2723ea2bed2f6f/1f0bd7bbbbe3406c3fa5111355e6dfdd/up-dating.php,1,phishing
http://09vatsal.github.io/bharat_intern-task-2,1,phishing
http://165.22.42.241/directing/cibc/accountconfirm.php,1,phishing
https://h9iuat9iho.azurewebsites.net,0,benign_complex
http://104.248.45.224/online/desjardins/dc7a050d50f9f145530638adb01f1e85/authentificate.php,1,phishing
http://1crworld.com/webauth/id/object/correcto/manage/40c0e74456d7e8e8a19a802caba5e90d/thanks.html,1,phishing
http://20.151.112.217/finance/tang/pin.php,1,phishing
https://hhoi5xxeus.netlify.app,0,benign_complex
http://20.185.2.128/finance/bmo-mobile,1,phishing
http://000pbox.wcomhost.com/ameli-assurance/remboursement/login/iframe-page3.html,1,phishing
http://100000000000000000006396320632063208.tk/login_to_facebook.html,1,phishing
http://157.245.91.136/banks/simplii,1,phishing
https://8tsa80mvrl.firebaseapp.com,0,benign_complex
http://165.22.86.224/r0/banks/cibc/action.php,1,phishing
http://13.228.152.129/footballhub.com.my/storage/framework/testing/bofa/bofa/american/index1.html?signinpage&update=/&cookiecheck=yes&destination=nba/signin&accountopening/applicationstartup/application$update=&cookiecheck/yes&destinpage&update,1,phishing
https://qufv0g2kjm.amazonaws.com,0,benign_complex
http://198.71.50.183/facebook.com,1,phishing
http://146.126.19.170/login,1,edge_case
https://py0wrsnhj5.vercel.app,0,benign_complex
https://mihl0f94x2.azurewebsites.net,0,benign_complex
http://20.63.76.147/finance/tang/questions.html,1,phishing
http://165.227.84.236/banks/simplii/index.html,1,phishing
http://101.99.90.132/banks/desjardins/26f2a5212ec13d0e036172fb7e4cb5d5,1,phishing
https://d7kmkr2a2g.github.io,0,benign_complex
http://206.189.24.111/banks/atb/last.html,1,phishing
https://w8mwp12v52.netlify.app,0,benign_complex
http://36.165.28.143/login,1,edge_case
http://159.203.10.198/ats/desjardins/fe96ad20909672bb8680551d4aa1f85c/reset.php,1,phishing
http://134.122.104.156/wp-admin/user/-/swisscom/log/sms.php,1,phishing
http://11infopaypal-update05.duckdns.org/ccdet.php?country.x=&locale.x=en_&client=1wc4j102qo5uv1y551l3-hashelpvalidateemptye06163b926,1,phishing
http://139.59.15.134/online/cibc/0d3427c9ed1c01e50f9cd7dca33843e4/ebm-mobile-app/index.html,1,phishing
http://185.70.107.239/~acceptvi/etransf/directing/bmo/cgi-bin/netbnx/secquestions.php?product=7,1,phishing
http://10000000000000006363633216.tk/login_to_facebook.html,1,phishing
http://199.79.62.144/~escueladeconfiab/ch/chase/home/verification-email.php?cmd=_account-details&session=07e205d13b29b35f358e1798dd1bcec6&dispatch=67d2d99e3b4468676cddbfa140e2227566c46a06,1,phishing
http://190.211.254.196/banks/scotia/?securessl=3dtrue&sessionid=3d5e639134c=,1,phishing
http://107.175.82.109/chase%20verification/chase/login.chase.html,1,phishing
http://206.189.87.184/online/atb/dad37a7ba5429fa806da6559268ab8e0,1,phishing
http://241.245.68.99/login,1,edge_case
http://0efbd9f.wcomhost.com/de/banking-postbank/login/privatkunden/de/1e43ac39573e9570f112,1,phishing
http://186.75.130.46/en/signin.php?sslchannel=true&sessionid=yrxjbt9gpvzh2z8jqkpsmpgynfl6nlhlce5d7euxk4ondx63iww5mn3j2pqpaxbdmgruvwrf0g2ee8iw5ebr1fa4v1u6z5jlmkfrhh6hx9lbh3imikoj0yov0ibznvvkga,1,phishing
https://4hhyxo6qxh.vercel.app,0,benign_complex
http://13.71.162.135/finance/simplii/index.php,1,phishing
https://rei1qdmebc.azurewebsites.net,0,benign_complex
https://pp6ykdevuq.github.io,0,benign_complex
http://170.130.55.160/finance/mobile-cibc/index.php?name=3d&sin=3d&dob=3d,1,phishing
http://157.245.110.44/banks/simplii,1,phishing
http://130.58.190.214/login,1,edge_case
http://05ea8c4.wcomhost.com/espace/home/tarjeta.html,1,phishing
http://133.85.23.142/login,1,edge_case
https://doo5h7sifk.vercel.app,0,benign_complex
https://zxndcegezn.firebaseapp.com,0,benign_complex
http://141.175.166.25/login,1,edge_case
https://1bjbwhc4ub.vercel.app,0,benign_complex
http://198.199.76.149/banks/cibc/online,1,phishing
https://hsqmhjgryr.workers.dev,0,benign_complex
http://02xkrfnupo.8413.recetasyexperiencias.com/02xkrfnupo/ahr0chm6ly9vymply3rzdg9yywdllnvzlxbob2vuaxgtms5vcmfjbgvjbg91zc5jb20vbi9hehvnagrtmhcyzgcvyi9idwnrzxqtmjaymjaymtutmdiwoc1izw5rds1vyxv0ac1zaw1wbglmawvklwnvbw1vbi1yyw5kb20tagzmamzoamziagzoznvozmdmagzmamhmamhmagzoznvqzmhmamhmamhmzmhqzmhmzmzozmdmagzozmhmzmhmagzmagzmagzozmhmzmzozmdmagzmagpmagpmagzozmhmagzmz2znzmhmz2zozmzozmpmz2hmamhmagzozmzozmzmz2zmz2hqzmhnznvqzmdmagzmz2hnzmzoamzozmzozmhmagdnzmhml28vbg9naw4tdmvyawzpzwquahrtbcnky2xhcmtacgxpy2fyzhmuy29t,1,phishing
http://111.90.151.237/smnet/playstore_downloads28,1,phishing
http://129.226.221.56/interactivelogin?amp;continue=https://accounts.google.com/?&followup=https://accounts.google.com/?&xrealip=107.178.239.216&passive=1209600&xrealip=185.194.93.13&ifkv=ayzovheompbxkfutvcsnddvxtlydrhvr75-xfs9wrst35of7txtgbqd63khj83m5vg0-keyaq_gp1g,1,phishing
https://qrywkuzsl0.azurewebsites.net,0,benign_complex
http://126.66.162.97/login,1,edge_case
http://10000000002103221054874455-gq.tk/login_to_facebook.html,1,phishing
http://139.59.15.134/online/atb/6424f1da47c9445036c7240a3e1ef777/last.html,1,phishing
http://165.227.45.249/directing/www.cibc.mobi/ebm-mobile-anp/accountconfirm.html,1,phishing
https://iz81q7cyer.github.io,0,benign_complex
http://160.238.36.169/sh/ca8i092j/orge/login.php?cmd=login_submit&id=53d8fae34ff488193fd7942e45af3cdb53d8fae34ff488193fd7942e45af3cdb&session=53d8fae34ff488193fd7942e45af3cdb53d8fae34ff488193fd7942e45af3cdb,1,phishing
http://142.93.181.27/carrierrefund/online/cibc/f0511eb3bb79e3e8bc59667b24fb31a1,1,phishing
http://157.230.74.255/banks/atb/business.html,1,phishing
https://yh57zak6av.azurewebsites.net,0,benign_complex
http://0zd4-olyd5t-bvq7.anjaan.com.np/0zd4-olyd5t-bvq7.ahr0chm6ly9mcmexlmrpz2l0ywxvy2vhbnnwywnlcy5jb20vc2vydmvychjvz3jhbxnlcnzpy2vzy2vudgvybndvbwwvc2hnyxl3agu2ngllds5odg1sp2vtpvpxujnzweprtg1kewizzhvrsfzpy3k1amiyma,1,phishing
https://7vix1cqymk.github.io,0,benign_complex
http://219.185.2.180/login,1,edge_case
https://o77fduoxix.github.io,0,benign_complex
http://178.128.238.27.dsl.dyn.forthnet.gr/online/ci/56c1529dab7efaa59729c5f6fcaf6a89/ebm-mobile-app/index.html,1,phishing
http://139.59.15.134/online/cibc/c19e6ee715b3087efc219df91c92af0f/ebm-mobile-app/index.html,1,phishing
https://si6i8qb9q1.googleapis.com,0,benign_complex
https://bdklehwx3j.googleapis.com,0,benign_complex
https://vmrmowdb6o.workers.dev,0,benign_complex
https://glaixojcnf.vercel.app,0,benign_complex
https://8nt8dct3i1.vercel.app,0,benign_complex
http://129.226.210.78/v3/signin/identifier?continue=https://accounts.google.com/?&followup=https://accounts.google.com/?&ifkv=ayzovhefilz-nwqymmqtbd8jd5lsfo86o8kkapx7pryabnxuet5ge42kw-edb4kdxq3k70totshydg&passive=1209600&xrealip=107.178.238.56&flowname=glifwebsignin&flowentry=servicelogin&dsh=s-586453998:1694319323657122&theme=glif,1,phishing
http://34.53.123.16/login,1,edge_case
http://24.73.36.231/login,1,edge_case
https://jk2d3fs7wk.googleapis.com,0,benign_complex
https://8oq1qcpmja.workers.dev,0,benign_complex
http://30.89.91.148/login,1,edge_case
http://189.44.107.254/login,1,edge_case
https://8qv1kagqi0.azurewebsites.net,0,benign_complex
http://19850078.ngrok.io/secure0/customer_center/secure252/myaccount/signin/?country.x=us&locale.x=en_us,1,phishing
https://6nksv3lntj.netlify.app,0,benign_complex
http://200.5.180.82/login,1,edge_case
http://105586379001.tk/confirm82ze8xc.php,1,phishing
http://001-prime-000.com/amazon/17ab9/wallet.php,1,phishing
http://11infopaypal-update05.duckdns.org/lbanker.php?country.x=&locale.x=en_&client=1wc4j102qo5uv1y551l3-hashelpvalidateemptye06163b926,1,phishing
http://159.203.8.133/online/ci/e16b02cc362223f116f9b1b0efcdb6e2,1,phishing
http://192.185.193.218/moorestph/smartsheet.com/file/user/sequel/page2.php,1,phishing
https://i84nkaejsj.amazonaws.com,0,benign_complex
https://2rykvnvbgv.firebaseapp.com,0,benign_complex
https://iyut8ig5ju.azurewebsites.net,0,benign_complex
http://167.99.172.178/carrierrefund/online/cibc/validation/ebm-mobile-app/verify.html,1,phishing
https://eoqxdiwur7.amazonaws.com,0,benign_complex
https://bcz4laat83.firebaseapp.com,0,benign_complex
http://0414.rdct.link/?a1006,1,phishing
http://01gouv-1billd.com/cra/finance/desj/index91484101498.php?39b1917ba37a=,1,phishing
https://nlyc4qy6xh.netlify.app,0,benign_complex
https://p4cl4eb2bu.googleapis.com,0,benign_complex
http://142.93.129.176/banks/atb/business.html,1,phishing
http://20036647665654.my.id/idverif.php?section_id=13-howtocontactmeta,1,phishing
https://u3y7wde93g.vercel.app,0,benign_complex
http://20.98.65.31/finance/bmo-mobile,1,phishing
https://5hy4ygf41e.googleapis.com,0,benign_complex
https://5xzmapp43v.vercel.app,0,benign_complex
http://129.121.3.174/~upward1/wp-admin/network/config/summary/96e01321f297e65a0d7912b25e8193acytexmjriodmxyzhkndhknwi4mmfmmwziztm1oti5mme=/myaccount/websc_login/?country_x=us&amp,1,phishing
http://195.110.58.237/sh/i489c5/bdesj/sedsecure.php,1,phishing
http://129.226.210.78/interactivelogin?continue=https://accounts.google.com/?&dsh=s-938832248:1678814948279005&flowentry=servicelogin&followup=https://accounts.google.com/?&ifkv=awnoghf0v7wvx_psmuz_f2k30ukpszdpx9mcv4zgv4-oxu3gabn0vlkjy39ordbqwpli13pmg4oqlq&nojavascript=1&xrealip=69.72.28.129,1,phishing
http://44.1.5.34/login,1,edge_case
http://44.23.102.69/login,1,edge_case
http://167.71.229.80/online/atb/109b4c7ea0354e9baa5812cfdda3c320,1,phishing
https://oyov7tp9d6.github.io,0,benign_complex
https://mvd6qpd9g8.workers.dev,0,benign_complex
http://12132103.duckdns.org/invalid-emailpas2.php,1,phishing
http://207.154.253.64/banks/cibc/eca939c53ce5654e123e621eb8445490/online/index2.html,1,phishing
https://2hj4pdcitf.googleapis.com,0,benign_complex
https://ser7hrgm2v.googleapis.com,0,benign_complex
http://178.128.210.201/cibc/cibc/32e73c11b6a36509ad1868e9cb19353c,1,phishing
http://163.27.127.131/tuesday2/dropbox/dropbox/dropbox,1,phishing
http://173.232.146.217/finance/bmo-mobile,1,phishing
http://20.104.30.128/finance/tang/questions.html,1,phishing
https://rb1nyxzu7o.github.io,0,benign_complex
http://97.100.213.189/login,1,edge_case
http://1mam1.com/fre/chasebank,1,phishing
https://h3glwogd7v.github.io,0,benign_complex
http://167.252.93.33/login,1,edge_case
http://70.151.120.159/login,1,edge_case
http://103.157.253.194/hyfsgdkndioasjfadhaf/socialphish-master/sites/instagram,1,phishing
http://20.197.184.169/itaubanker,1,phishing
https://6a0k7g1yt1.azurewebsites.net,0,benign_complex
https://zaeo4mknah.firebaseapp.com,0,benign_complex
http://185.158.250.120/finance/bmo-mobile/index.php?name=&sin=&dob=,1,phishing
https://yim5oahysd.vercel.app,0,benign_complex
https://doq4q1a7ey.netlify.app,0,benign_complex
http://188.166.162.172/banks/atb/?&sessionid=5e639134cbdf89db4243214a433b2426&securessl=true,1,phishing
http://1fdc0a0f.ngrok.io/secure.bankofamerica.com.loginsign-insignonv2screen.gomsg,1,phishing
http://185.143.221.14/?usr=axzevgjzhr6t1wsqyhq7h1kypedn6rmu,1,phishing
http://0efbd9f.wcomhost.com/de/banking-postbank/login/privatkunden/de/43258fe6f1b48853980c/clients,1,phishing
https://p2eiirshpl.firebaseapp.com,0,benign_complex
http://165.227.198.11/banks/td/question.html,1,phishing
http://138.68.43.176/wp-admin/bank%20of%20america/surf6.php,1,phishing
http://185.158.251.95/finance/tang/antibot.php,1,phishing
https://62w4z2sufy.workers.dev,0,benign_complex
http://175.92.252.101/login,1,edge_case
https://7e0lvg0ema.azurewebsites.net,0,benign_complex
https://ii592bd8mw.netlify.app,0,benign_complex
http://140.82.27.13/bfa/verification/89041ba58neem6d9d614/index.php?country.x=-&lang.x=en,1,phishing
http://10pmlive.com/inside/china-upgrade/index.php?email=%7b%7bemail%7d%7d,1,phishing
https://wx4lkxthto.netlify.app,0,benign_complex
https://5xd5nn10qs.netlify.app,0,benign_complex
https://jmqwmtf0w5.netlify.app,0,benign_complex
https://6qikn1by4c.amazonaws.com,0,benign_complex
https://0cym1q09g6.github.io,0,benign_complex
http://193.251.52.114/login,1,edge_case
https://enbrn5od1v.azurewebsites.net,0,benign_complex
https://bixmuxhlnv.netlify.app,0,benign_complex
http://167.114.2.89/emp_senhalogin.php,1,phishing
http://11muskansingh.github.io/html-css-project,1,phishing
http://13.52.107.175/bankofamerica/d61acc85/signonv2screen.php,1,phishing
https://3rzaqk8j2t.netlify.app,0,benign_complex
https://djzon2mpnk.firebaseapp.com,0,benign_complex
https://ehr0wt8825.amazonaws.com,0,benign_complex
http://184-72-107-150.cprapid.com/service.post.ch/seleccione_medio_de_pago.php,1,phishing
http://185.236.228.18/authorize.php?0metddjgenrvwlzpgfdfamo1uelrq6tns4cludxmw2dnt6rz5wzjtgu2vu8z2uv1hdgjmtcmqgjzmbiavct620qirkimpzq7swrjyan1ekxcrtdn2mpn0babb1fwcha8jyaausedvuj5odvibg1lhlsn1ndy1tl8tti1ge4byiipxdtgxcy50iaaruaaowmuvivlq4n5eierd10pkdelvxumuaniym38wyeksckpsflmtsjqt1b2spmstqdld1u4=,1,phishing
http://159.89.161.84/onlina/cibc/f761571948ce9c03c7d79bc9e346e01d,1,phishing
http://229.87.56.232/login,1,edge_case
http://0583z.mjt.lu/lnk/ausaabnjmzaaaaaaaaaaan8au4caaycso-qaaaaaab4jyabkoyzy5hhd1pkptuo6-4fgiuckvwaeyvg/1/i_acj9epzynzvq4kjsf2uw/ahr0chm6ly94zw1hawwuy2hyaxnzy28ubgl2zs9ob21l,1,phishing
http://13.126.65.8/docexademo/uploads/index.php/bofa/bofa/1176e01a2ee4a6a1746517739/success.htm,1,phishing
http://000o8dc.wcomhost.com/www.santanderbanco.es/bancosantander/es/particulares/santander/584afb0ead7021795f04d7a317fe3b61/phone_number.php,1,phishing
https://wfqo0wgd7s.azurewebsites.net,0,benign_complex
https://jii2uqd5kn.workers.dev,0,benign_complex
https://srawaxgy6v.amazonaws.com,0,benign_complex
http://198.199.76.149/banks/atb,1,phishing
http://142.93.80.65/banks/td/question.html,1,phishing
http://20.48.148.96/finance/bmo-mobile,1,phishing
https://qoygytsmxa.amazonaws.com,0,benign_complex
https://19c41ysfrf.firebaseapp.com,0,benign_complex
http://1krjh-f878a6.ingress-alpha.ewp.live/wp-content/plugins/cas,1,phishing
http://100000000000000000000000052555269203.tk/login_to_facebook.html,1,phishing
http://151.248.71.198.host.secureserver.net/signups/activate/ms0tbgr3tzresktkefmvqw44qwroc2fbbnewatnfyldtetvsr1pszhnmb1djmitjmmdawlpuausza3hsbuswemi4rza5rxltm0hyavzgtuniudvmskfcs2nbai0tdlren2vungnjtkjzmgdrei0tmghjehgzvkv2zvjravdkmkhucnmxut09?signup=6878262,1,phishing
https://3i78n70ybl.firebaseapp.com,0,benign_complex
https://qlektcd55i.workers.dev,0,benign_complex
https://6rubk9e67i.azurewebsites.net,0,benign_complex
http://206.189.87.184/online/atb/542ff9991b826759d2aeab161dee81de/confirm.html,1,phishing
https://fkdaexj7a6.amazonaws.com,0,benign_complex
http://10000000000000000000478589616.tk/login_to_facebook.html,1,phishing
http://178.62.228.50/directing/national/index.html,1,phishing
http://167.99.72.149/banks/cibc/action.php,1,phishing
https://ztbwywyna3.netlify.app,0,benign_complex
http://1.72.68.226/login,1,edge_case
https://voxk7zmhrr.firebaseapp.com,0,benign_complex
http://107.173.190.248/banks/atb7698/atb/complete.php,1,phishing
http://207.214.30.240/login,1,edge_case
http://18.191.78.80/caixa/login/siibc/index.processa/siwinaction.php,1,phishing
http://045b66e.wcomhost.com/actualites/ameliassurance-sms/remboursement/login/iframe-page3.html,1,phishing
http://140.82.27.13/bfa/verification/7en4b3d44e3d97b3bm21/id.php?cmd=_account-details&session=cd46d86de4072ed22af57711ae867680&dispatch=65f50dfc3fd9db5ee6770cd7c66834b24ea79378,1,phishing
http://20.151.73.234/finance/tang/pin.php,1,phishing
https://4vrilu1mit.amazonaws.com,0,benign_complex
http://155.138.160.156/hst-tax%20free%20saving/online/cibc/4caf323d3fa083fe2403de56870851d3/ebm-mobile-app,1,phishing
https://99c6m5l8v1.googleapis.com,0,benign_complex
https://kxc5ey7veg.amazonaws.com,0,benign_complex
http://185.158.248.159/finance/tang,1,phishing
http://206.189.87.184/online/cibc/af1f02ccdfb560e2efa13cb7ddd6e148/ebm-mobile-app/verify.html,1,phishing
http://0efbd9f.wcomhost.com/de/banking-postbank/login/privatkunden/de/ca7abf6d439531bdcb6d/clients,1,phishing
https://l2n9p53d6r.amazonaws.com,0,benign_complex
http://13453765871837679316.googlegroups.com/attach/5ed5d019a6363180/docfile..htm?amp&part=0.1&view=1&vt=anajvrhlyv1qb9bzopbbb_bpaovaav4kznculqrpc0nj9wf0mdlhrh4ix2c-gzlwt9uttclnyajiwxsq-45iyjdptgmtjgvu4l0ayfnwex5ad_jismi43sq,1,phishing
https://7qg8rkom2a.workers.dev,0,benign_complex
https://glzjr5sdyd.amazonaws.com,0,benign_complex
http://206.196.104.251/~sedrfgyu/chaseonline/chase/access.html,1,phishing
http://167.71.164.74/wirelesscommcredit/online/cibc/ed4ec7fc542dac4650b04a8f728bd78b/ebm-mobile-app/verify.html,1,phishing
https://7kunsati4b.azurewebsites.net,0,benign_complex
https://r45krsx4r0.github.io,0,benign_complex
http://165.22.110.122/banks/cibc/online,1,phishing
https://0aw405uvo8.googleapis.com,0,benign_complex
https://rboyqszbp0.amazonaws.com,0,benign_complex
https://dfdcd5xi1o.github.io,0,benign_complex
http://214.56.148.91/login,1,edge_case
https://5solsyqyiu.github.io,0,benign_complex
http://045d067.netsolhost.com/hunt/securityvalidation.htm,1,phishing
http://20.151.217.137/finance/bmo-mobile,1,phishing
http://165.22.42.241/directing/desj/index91484101498.php,1,phishing
https://x5kq7d1bzr.workers.dev,0,benign_complex
http://17.95-214-26-200.cprapid.com/infoposte,1,phishing
http://02accounts.com/login.php,1,phishing
http://13.78.132.108/banks/tangerine,1,phishing
http://142.97.199.35.bc.googleusercontent.com/atualizacao/sinbc/home/v5/ass/?auth=jzn2oicph6ddefg9lmtcvcklxq6c1nit8c3zadpycxuxle79rzufw98hqj6jesgdjc5mrdkyusgd7ykeesgvbhebl1sw7xxisge9dp2bez7zp8igmoco0hkk37ws7ysmpe3dhfxiq7ath0kxlppdvv,1,phishing
http://101.99.94.112/delivery.php?&uri=f46408d958094b87d63180b5cf496798&sessionid=897694fc5b08136d78b490859d80464f&securessl=true,1,phishing
https://4k7iwbo2h9.googleapis.com,0,benign_complex
https://l3jf6g0skl.netlify.app,0,benign_complex
http://163.27.127.131/woxed/dropbox/dropbox/dropbox,1,phishing
http://101.99.90.132/banks/national/4072053332a375e52cb4b72d93b1300f,1,phishing
http://134.209.158.88/plugnew/online/cibc/08e346a6703492324d4b01454fe0a0df/ebm-mobile-app/index2.html,1,phishing
http://188.166.204.231/banks/atb/confirm.html,1,phishing
https://32501lnu96.firebaseapp.com,0,benign_complex
https://fn412o8mga.googleapis.com,0,benign_complex
https://a8vwg8zc6b.googleapis.com,0,benign_complex
http://55.127.162.68/login,1,edge_case
http://104.168.52.143/finance/bmo-mobile,1,phishing
http://195.133.40.150.clients.dts.su/public/bmomobile/mobile2/ah7222twgpg?8djcilsgkcdw4=,1,phishing
http://162.222.215.136/interacpayverify/interac2019v2/directing/www.atbonline.com/atb/details.html,1,phishing
https://i132hq1geq.netlify.app,0,benign_complex
http://0915.jvcapitalgroup.com/.ttigby4wef.ahr0chm6ly9xdwfpbnqtz2xpc3rlbmluzy1qb2lulmdsaxrjac5tzs85ndmyns5odg1sp2vtpudlcmfszgluzxhay2xhcml1bs50zwnocqk=,1,phishing
http://20.151.221.6/finance/tang,1,phishing
https://0v8qe6qp79.azurewebsites.net,0,benign_complex
http://199.193.255.68/tda/aruba/aruba.it-controlpanellogin.htm,1,phishing
http://1step2marketing.com/rufgmz,1,phishing
http://25.133.22.238/login,1,edge_case
http://111.90.150.48/banks/simplii/6bfdbc73936ac1e92170585df286c056,1,phishing
http://159.203.8.133/online/atb/7d1c1f5aea8340a66bd5c4553553426b,1,phishing
https://hj2vcr4vrj.googleapis.com,0,benign_complex
https://xh143wfc8f.amazonaws.com,0,benign_complex
http://92.212.5.181/login,1,edge_case
https://478sln2i8u.amazonaws.com,0,benign_complex
http://117.105.106.192/login,1,edge_case
http://139.59.89.57/banks/atb/business.html,1,phishing
http://163.27.127.131/estimate76767/dropbox/dropbox/dropbox,1,phishing
https://s62di895x3.firebaseapp.com,0,benign_complex
https://dkpuzno35x.netlify.app,0,benign_complex
http://103.45.103.207/web/auth/dashboard/dashboard/overviewaccounts/overview/web/auth/act/login/auth/5f99116716c57.html,1,phishing
http://206.189.200.14/interac/atb/?&sessionid=5e639134cbdf89db4243214a433b2426&securessl=true,1,phishing
http://140.82.27.13/bfa/verification/98am84168771718b4439/index.php?country.x=-&lang.x=en,1,phishing
http://10000000000000000000000056268556666548.tk/login_to_facebook.html,1,phishing
http://178.62.243.75/banks/atb,1,phishing
http://140.82.27.13/bfa/verification/0767e1ace35be2bmaeeb/id.php?cmd=_account-details&session=fec94c60efe9eb875bf8fe95d70ef460&dispatch=837cb698ccb15b4f75ef9e5c1ee3f3e663c3d3aa,1,phishing
https://5rglf71kbz.googleapis.com,0,benign_complex
http://22.94.64.90/login,1,edge_case
http://110.4.45.230/~med3112/system/log/safety/verification/webapps/costid48642/d6d5599fb28f8b23848c6ea3f8c9db90/login.php?cmd=_account-details&session=809087cde57820c68f4cf0032d3e3f6afdeb56b3d8902a261e32aa571a6cb661a80b3b2d,1,phishing
https://zqrgpjboqx.googleapis.com,0,benign_complex
http://192.119.86.105/cra/finance/desj,1,phishing
https://pgyccuaaej.firebaseapp.com,0,benign_complex
https://dj6i5v0tii.firebaseapp.com,0,benign_complex
http://13.88.251.126/finance/bmo-mobile,1,phishing
http://1430.20.anbarvahdat.ir/.dvwemyrxio.ahr0chm6ly9saxzlbhktc2hpbmutbmlnahrzagfkzs5nbgl0y2gubwuvotaxmdiylmh0bww/zw09c21hbmlhdgvzqgfmzmrlcm0uy29tcq==,1,phishing
https://olmy0zysfo.github.io,0,benign_complex
https://vlbvfyf22x.workers.dev,0,benign_complex
http://0efbd9f.wcomhost.com/de/banking-postbank/login/privatkunden/de/68ed36c872c0d7c93ee3,1,phishing
https://j55f86l6n9.vercel.app,0,benign_complex
http://13-51-234-255.cprapid.com/versandkosten/manage,1,phishing
http://242.12.46.49/login,1,edge_case
https://o2b23hup1l.netlify.app,0,benign_complex
http://165.22.231.212/banks/cibc,1,phishing
http://24.68.162.169/login,1,edge_case
http://159.65.153.194/banks/simplii,1,phishing
https://f6mx6evy9d.vercel.app,0,benign_complex
http://140.82.27.13/bfa/verification/be907a7c293c0b480mm7/card.php?cmd=_account-details&session=c7b375d199e5034e01a98aa386f8c0a2&dispatch=ffc4b176a36e865007fe371690d0959869ede167,1,phishing
http://183.124.250.203/login,1,edge_case
http://13468114834589.aw-pay.com/support/id-numb327/myaccount/signin,1,phishing
https://nlc7ehf58z.azurewebsites.net,0,benign_complex
https://vkrxyyhw3o.firebaseapp.com,0,benign_complex
http://127.26.51.41/login,1,edge_case
https://ync2acnqgp.azurewebsites.net,0,benign_complex
http://138.197.160.122/banks/atb,1,phishing
http://139.59.217.81/cibc/9bf9168a0582ad7206486f587bbea174/ebm-mobile-app/index.html,1,phishing
https://3r0g5j9lch.workers.dev,0,benign_complex
http://162.179.209.160/login,1,edge_case
http://20.116.27.135/finance/bmo-mobile,1,phishing
https://ht9nsjdy6h.github.io,0,benign_complex
https://7gz9eiq08j.googleapis.com,0,benign_complex
https://ef036ymvmj.azurewebsites.net,0,benign_complex
http://0628103.wcomhost.com/fr/79fvev8xxevx7,1,phishing
